course,equivalent_course
LGLN 10103,EEUR 21300
LGLN 10115,TAML 10100
LGLN 10215,TAML 10200
LGLN 10315,TAML 10300
LGLN 18700,KAZK 10101
LGLN 18711,TURK 10101
LGLN 18712,TURK 10102
LGLN 18713,TURK 10103
LGLN 20101,ARME 20101
LGLN 20102,ARME 20102
LGLN 20103,ARME 20103
LGLN 20115,TAML 20100
LGLN 20215,TAML 20200
LGLN 20315,TAML 20300
LGLN 21101,GEEZ 10101
LGLN 21102,GEEZ 10102
LGLN 22001,SLAV 22001
LGLN 24300,SOSL 21700
LGLN 24300,SOSL 31700
LGLN 24300,LGLN 34300
LGLN 24600,AANL 10101
LGLN 24600,LGLN 34600
LGLN 24700,AANL 10102
LGLN 24700,LGLN 34700
LGLN 24800,AANL 10103
LGLN 24800,LGLN 34800
LGLN 27200,YDDH 10100
LGLN 27200,JWSC 20300
LGLN 27200,YDDH 37300
LGLN 27300,YDDH 10200
LGLN 27300,JWSC 20400
LGLN 27300,YDDH 37400
LGLN 27400,YDDH 10300
LGLN 27400,JWSC 20500
LGLN 27400,YDDH 37500
LGLN 27800,ANTH 27700
LGLN 27800,ANTH 47900
LGLN 27800,EEUR 21000
LGLN 27800,EEUR 31000
LGLN 27800,LGLN 37800
LGLN 29700,EEUR 20900
LGLN 29700,EEUR 30900
LGLN 29700,LGLN 39700
LING 20150,LING 30150
LING 20150,CHDV 20150
LING 20150,CHDV 30150
LING 21000,LING 31000
LING 21010,LING 31010
LING 21600,PSYC 23200
LING 21600,CHDV 23900
LING 21920,CHSS 41920
LING 21920,ANTH 47305
LING 21920,CHDV 41920
LING 21920,EVOL 41920
LING 21920,PSYC 41920
LING 21920,LING 41920
LING 23920,LING 33920
LING 24450,LING 44400
LING 25000,LING 35000
LING 25160,LING 35160
LING 25360,LING 45000
LING 26310,SLAV 20600
LING 26310,SLAV 30600
LING 26310,LING 36310
LING 26400,SLAV 20100
LING 26400,LING 36400
LING 26400,SLAV 30100
LING 27010,PSYC 27010
LING 27130,ANTH 27130
LING 27200,SLAV 23000
LING 27200,ANTH 27400
LING 27200,ANTH 37400
LING 27200,HUMA 27400
LING 27200,LING 37200
LING 27200,SLAV 33000
LING 27220,ANTH 27505
LING 27340,LING 37340
LING 27500,ANTH 27705
LING 27500,ANTH 47905
LING 27500,CRES 27500
LING 27500,CRES 37500
LING 27500,LING 37500
LING 27700,CHDV 21901
LING 27700,ANTH 27605
LING 27700,ANTH 37605
LING 27700,CHDV 31901
LING 27700,PSYC 21950
LING 27700,PSYC 31900
LING 27700,LING 37700
LING 27860,LING 37860
LING 27910,LING 37910
LING 28600,CMSC 25020
LING 28600,CMSC 35050
LING 28600,LING 38600
LING 29405,ANTH 27305
LING 29405,CHDV 20405
LING 29601,EALC 26601
LING 29601,EALC 36601
LING 29601,LING 39601
MOGK 10100,MOGK 30100
MOGK 10200,MOGK 30200
MATH 27700,CMSC 27700
MATH 27800,CMSC 27800
MATH 28000,CMSC 28000
MATH 28100,CMSC 28100
ARTH 14215,CLCV 24215
ARTH 17211,EALC 17211
ARTH 17612,FNDL 21411
ARTH 23005,ARTH 33005
ARTH 23005,NEAA 23005
ARTH 23005,NEAA 33005
ENGL 15600,GNSE 15600
FNDL 21103,ITAL 33900
FNDL 21103,CMLT 26701
FNDL 21103,CMLT 36701
FNDL 21103,ITAL 23900
FNDL 21714,ITAL 23502
FNDL 21714,ITAL 33502
FNDL 21714,REMS 33502
FNDL 26106,RLLT 26106
FNDL 26106,NEHC 26106
HCHR 30200,THEO 30200
HIST 21701,HIST 31701
HIST 21701,CLCV 24306
HIST 21701,CLAS 34306
HIST 21702,HIST 31702
HIST 21702,CLCV 24307
HIST 21702,CLAS 34307
HIST 23310,HIST 33310
HIST 23510,FNDL 23902
HIST 23510,HIST 33510
HIST 23514,HIST 33514
HIST 25701,CLAS 30200
HIST 25701,CLCV 20200
HIST 25701,CMES 30634
HIST 25701,CRES 25701
HIST 25701,HIST 35701
HIST 25701,NEHC 20634
HIST 25701,NEHC 30634
ITAL 23502,FNDL 21714
ITAL 23502,ITAL 33502
ITAL 23502,REMS 33502
LATN 25000,LATN 35000
LATN 25000,FNDL 24310
NEHC 20411,JWSC 23000
NEHC 20411,NEHC 30411
NEHC 20412,NEHC 30412
NEHC 20412,JWSC 23100
NEHC 20413,NEHC 30413
NEHC 20413,HUMA 23200
NEHC 20413,JWSC 23200
NEHC 30411,NEHC 20411
NEHC 30411,JWSC 23000
NEHC 30412,JWSC 23100
NEHC 30412,NEHC 20412
NEHC 30413,HUMA 23200
NEHC 30413,JWSC 23200
NEHC 30413,NEHC 20413
NEHC 20501,NEHC 30501
NEHC 20501,HIST 25704
NEHC 20501,HIST 35704
NEHC 20501,ISLM 30500
NEHC 20501,RLST 20501
NEHC 20502,NEHC 30502
NEHC 20502,HIST 25804
NEHC 20502,HIST 35804
NEHC 20502,ISLM 30600
NEHC 20503,NEHC 30503
NEHC 20503,HIST 25904
NEHC 20503,HIST 35904
NEHC 20503,ISLM 30700
NEHC 30501,HIST 25704
NEHC 30501,HIST 35704
NEHC 30501,ISLM 30500
NEHC 30501,RLST 20501
NEHC 30501,NEHC 20501
NEHC 20601,NEHC 30601
NEHC 20601,RLST 20401
NEHC 20601,SOSC 22000
NEHC 20602,NEHC 30602
NEHC 20602,RLST 20402
NEHC 20602,SOSC 22100
NEHC 20603,NEHC 30603
NEHC 20603,RLST 20403
NEHC 20603,SOSC 22200
NEHC 30601,RLST 20401
NEHC 30601,SOSC 22000
NEHC 30601,NEHC 20601
NEHC 30602,RLST 20402
NEHC 30602,SOSC 22100
NEHC 30602,NEHC 20602
NEHC 30603,RLST 20403
NEHC 30603,SOSC 22200
NEHC 30603,NEHC 20603
PHIL 26000,HIPS 26000
RLST 21801,HIST 27905
SLAV 22000,LGLN 25100
SLAV 22000,LGLN 35100
SLAV 22000,SLAV 32000
SLAV 22302,CMLT 32302
SLAV 22302,CLAS 31113
SLAV 22302,CLCV 21113
SLAV 22302,SLAV 32302
SLAV 22302,CMLT 22302
MENG 20000,MENG 30000
MENG 21900,PHYS 25500
MENG 21900,BIOS 21506
MENG 24100,MENG 34100
MENG 24200,MENG 34200
MUSI 10200,CRES 10200
MUSI 12100,HIST 12700
MUSI 12100,SOSC 21100
MUSI 12200,HIST 12800
MUSI 12200,SOSC 21200
MUSI 23300,MUSI 33300
MUSI 23503,NEHC 30765
MUSI 23503,ANTH 25905
MUSI 23503,EEUR 23400
MUSI 23503,EEUR 33400
MUSI 23503,MUSI 33503
MUSI 23503,NEHC 20765
MUSI 23700,SALC 20800
MUSI 23700,SALC 30800
MUSI 23911,MUSI 33911
MUSI 25701,MUSI 31901
MUSI 25800,MUSI 35800
MUSI 26300,MUSI 34700
MUSI 26400,MUSI 34800
MUSI 28914,GRMN 28914
MUSI 28914,GRMN 38914
MUSI 28914,JWSC 28914
MUSI 28914,MUSI 38914
MUSI 28914,RLIT 38914
MUSI 28914,RLST 28914
MUSI 28914,TAPS 28417
NTSC 10300,BIOS 13123
NTSC 10400,BIOS 13107
NTSC 10400,ENST 12404
AANL 10101,LGLN 24600
AANL 10101,LGLN 34600
AANL 10102,LGLN 24700
AANL 10102,LGLN 34700
AANL 10103,LGLN 24800
AANL 10103,LGLN 34800
ARAB 20588,ARAB 30588
ARAM 10101,JWSC 11000
ARAM 10102,JWSC 11100
ARAM 10103,JWSC 11200
ARME 10101,EEUR 21100
ARME 10101,LGLN 10101
ARME 10102,EEUR 21200
ARME 10102,LGLN 10102
ARME 10103,EEUR 21300
ARME 10103,LGLN 10103
ARME 20101,LGLN 20101
ARME 20102,LGLN 20102
ARME 20103,LGLN 20103
EGPT 10101,ANCM 30500
EGPT 10102,ANCM 30501
EGPT 10103,ANCM 30502
EGPT 10201,HCHR 30601
EGPT 10202,HCHR 30602
EGPT 20211,ANCM 34200
GEEZ 10101,LGLN 21101
GEEZ 10102,LGLN 21102
HEBR 10101,JWSC 22000
HEBR 10102,JWSC 22100
HEBR 10103,JWSC 22200
HEBR 10501,JWSC 25000
HEBR 10502,JWSC 25100
HEBR 10503,JWSC 25200
HEBR 20104,JWSC 22300
HEBR 20105,JWSC 22400
HEBR 20106,JWSC 22500
HEBR 20301,JWSC 22201
HEBR 20302,JWSC 22302
HEBR 20501,JWSC 25300
HEBR 20502,JWSC 25400
HEBR 20503,JWSC 25500
KAZK 10101,LGLN 18700
NEAA 10630,ARTH 16709
NEAA 10631,ARTH 16809
NEAA 17205,ARTH 17205
NEAA 20001,NEAA 30001
NEAA 20005,NEAA 30005
NEAA 20006,NEAA 30006
NEAA 20030,ANTH 26715
NEAA 20051,NEAA 30051
NEAA 20061,NEAA 30061
NEAA 20062,ANTH 26711
NEAA 20062,GEOG 25800
NEAA 20532,NEAA 30532
NEAA 20801,ARTH 23400
NEAA 20801,ARTH 33400
NEAA 20801,NEAA 30801
NEHC 10101,HIST 15801
NEHC 20004,NEHC 30004
NEHC 20005,NEHC 30005
NEHC 20006,NEHC 30006
NEHC 30004,NEHC 20004
NEHC 20011,NEHC 30011
NEHC 20011,CLCV 25700
NEHC 20011,HIST 15602
NEHC 20012,NEHC 30012
NEHC 20012,CLCV 25800
NEHC 20012,HIST 15603
NEHC 20013,NEHC 30013
NEHC 20013,CLCV 25900
NEHC 20013,HIST 15604
NEHC 30011,CLCV 25700
NEHC 30011,HIST 15602
NEHC 30011,NEHC 20011
NEHC 20401,JWSC 20001
NEHC 20401,CRES 20001
NEHC 20401,HIST 22113
NEHC 20401,NEHC 30401
NEHC 20401,RLST 20604
NEHC 20402,JWSC 20002
NEHC 20402,HIST 22406
NEHC 20402,NEHC 30402
NEHC 20402,RLST 25801
NEHC 20403,JWSC 20003
NEHC 20403,HIST 22202
NEHC 20403,NEHC 30403
NEHC 20403,RLST 20605
NEHC 20404,NEHC 30404
NEHC 20404,JWSC 20004
NEHC 20405,JWSC 20005
NEHC 20405,NEHC 30405
NEHC 20405,RLST 20408
NEHC 20411,JWSC 23000
NEHC 20411,NEHC 30411
NEHC 20412,NEHC 30412
NEHC 20412,JWSC 23100
NEHC 20413,NEHC 30413
NEHC 20413,HUMA 23200
NEHC 20413,JWSC 23200
NEHC 30411,NEHC 20411
NEHC 30411,JWSC 23000
NEHC 30412,JWSC 23100
NEHC 30412,NEHC 20412
NEHC 30413,HUMA 23200
NEHC 30413,JWSC 23200
NEHC 30413,NEHC 20413
NEHC 20416,HIST 15702
NEHC 20417,HIST 15703
NEHC 20418,HIST 15704
NEHC 20491,RLST 20911
NEHC 20491,HIJD 30911
NEHC 20491,JWSC 20911
NEHC 20501,NEHC 30501
NEHC 20501,HIST 25704
NEHC 20501,HIST 35704
NEHC 20501,ISLM 30500
NEHC 20501,RLST 20501
NEHC 20502,NEHC 30502
NEHC 20502,HIST 25804
NEHC 20502,HIST 35804
NEHC 20502,ISLM 30600
NEHC 20503,NEHC 30503
NEHC 20503,HIST 25904
NEHC 20503,HIST 35904
NEHC 20503,ISLM 30700
NEHC 30501,HIST 25704
NEHC 30501,HIST 35704
NEHC 30501,ISLM 30500
NEHC 30501,RLST 20501
NEHC 30501,NEHC 20501
NEHC 20573,SOSL 27300
NEHC 20573,CMLT 23401
NEHC 20573,CMLT 33401
NEHC 20573,HIST 24005
NEHC 20573,HIST 34005
NEHC 20573,NEHC 30573
NEHC 20573,SOSL 37300
NEHC 20601,NEHC 30601
NEHC 20601,RLST 20401
NEHC 20601,SOSC 22000
NEHC 20602,NEHC 30602
NEHC 20602,RLST 20402
NEHC 20602,SOSC 22100
NEHC 20603,NEHC 30603
NEHC 20603,RLST 20403
NEHC 20603,SOSC 22200
NEHC 30601,RLST 20401
NEHC 30601,SOSC 22000
NEHC 30601,NEHC 20601
NEHC 30602,RLST 20402
NEHC 30602,SOSC 22100
NEHC 30602,NEHC 20602
NEHC 30603,RLST 20403
NEHC 30603,SOSC 22200
NEHC 30603,NEHC 20603
NEHC 20634,HIST 25701
NEHC 20634,CLAS 30200
NEHC 20634,CLCV 20200
NEHC 20634,CMES 30634
NEHC 20634,CRES 25701
NEHC 20634,HIST 35701
NEHC 20634,NEHC 30634
NEHC 20636,NEHC 30636
NEHC 20652,NEHC 30652
NEHC 20765,NEHC 30765
NEHC 20765,ANTH 25905
NEHC 20765,EEUR 23400
NEHC 20765,EEUR 33400
NEHC 20765,MUSI 23503
NEHC 20765,MUSI 33503
NEHC 20885,SOSL 27200
NEHC 20885,CMLT 23201
NEHC 20885,CMLT 33201
NEHC 20885,NEHC 30885
NEHC 20885,SOSL 37200
NEHC 26106,RLLT 26106
NEHC 26106,FNDL 26106
NEHC 26514,CLCV 26514
NEHC 26514,CLAS 36514
NEHC 26514,NEHC 36514
NEHC 26914,CLCV 26914
NEHC 26914,CLAS 36914
NEHC 26914,NEHC 36914
PERS 20320,PERS 30320
PERS 20321,PERS 30321
TURK 10101,LGLN 18711
TURK 10102,LGLN 18712
TURK 10103,LGLN 18713
PHIL 20100,CHSS 33500
PHIL 20100,HIPS 20700
PHIL 20100,PHIL 30000
PHIL 20117,PHIL 30117
PHIL 20212,PHIL 30212
PHIL 21000,FNDL 23107
PHIL 21600,GNSE 21601
PHIL 21600,LLSO 22612
PHIL 21600,PLSC 22600
PHIL 21610,BPRO 22610
PHIL 21610,BIOS 29313
PHIL 21610,HIPS 21911
PHIL 21700,HMRT 20100
PHIL 21700,HMRT 30100
PHIL 21700,PHIL 31600
PHIL 21700,HIST 29301
PHIL 21700,HIST 39301
PHIL 21700,INRE 31600
PHIL 21700,LAWS 41200
PHIL 21700,MAPH 40000
PHIL 21700,LLSO 25100
PHIL 21720,FNDL 21908
PHIL 22000,HIST 25109
PHIL 22000,HIST 35109
PHIL 22000,PHIL 32000
PHIL 22820,PLSC 22825
PHIL 23005,PHIL 33005
PHIL 23011,RLST 23011
PHIL 23408,FNDL 23408
PHIL 23408,PHIL 33408
PHIL 24025,PHIL 34025
PHIL 24208,PHIL 34208
PHIL 24208,FNDL 24208
PHIL 24208,LAWS 52403
PHIL 24208,LATN 28614
PHIL 24208,CLAS 38614
PHIL 24208,RETH 38614
PHIL 24301,HIST 25506
PHIL 24301,HIST 35506
PHIL 24301,HIPS 25506
PHIL 24301,CHSS 35506
PHIL 24301,PHIL 34301
PHIL 24800,CMLT 25001
PHIL 24800,FNDL 22001
PHIL 24800,GNSE 23100
PHIL 24800,HIPS 24300
PHIL 25000,CLCV 22700
PHIL 25115,DVPR 35115
PHIL 25115,HIJD 35115
PHIL 25115,ITAL 25115
PHIL 25115,ITAL 35115
PHIL 25115,JWSC 26115
PHIL 25115,PHIL 35115
PHIL 25115,RLST 25115
PHIL 25706,FNDL 25706
PHIL 25706,PHIL 35706
PHIL 26000,HIPS 26000
PHIL 28010,PHIL 38010
PHIL 29425,PHIL 39425
PHSC 13400,ENST 12300
PHSC 13400,GEOS 13400
PHSC 13400,ENST 12300
PHSC 13400,GEOS 13400
PHSC 13500,ENST 12100
PHSC 13400,ENST 12300
PHSC 13400,GEOS 13400
PHSC 13500,ENST 12100
PHSC 18100,ASTR 18100
PHSC 18200,ASTR 18200
PHSC 18300,ASTR 18300
PHYS 25500,BIOS 21506
PHYS 25500,MENG 21900
PLSC 20693,SCTH 20693
PLSC 20693,FNDL 20601
PLSC 21216,GNSE 21216
PLSC 22400,LLSO 26802
PLSC 22600,PHIL 21600
PLSC 22600,GNSE 21601
PLSC 22600,LLSO 22612
PLSC 22825,PHIL 22820
PLSC 23100,LLSO 27101
PLSC 23415,HIST 23300
PLSC 23415,HIST 33300
PLSC 23415,LLSO 23415
PLSC 23415,PLSC 32815
PLSC 23720,PLSC 33720
PLSC 23910,PLSC 33910
PLSC 23910,FNDL 23910
PLSC 23915,CLAS 33915
PLSC 23915,CLCV 23915
PLSC 23915,FNDL 23915
PLSC 23915,PLSC 33915
PLSC 25310,PLSC 35310
PLSC 25610,LLSO 25610
PLSC 25810,PLSC 35810
PLSC 25900,PLSC 35600
PLSC 26800,LLSO 26804
PLSC 27216,LLSO 28200
PLSC 27216,PLSC 52316
PLSC 27216,FNDL 28102
PLSC 27315,PLSC 52415
PLSC 27500,PLSC 37500
PLSC 27500,SOCI 30301
PLSC 28500,JWSC 26600
PLSC 28710,LLSO 28710
PLSC 28800,LLSO 23900
PLSC 28800,PLSC 48800
PLSC 28900,PLSC 39900
PLSC 29000,PLSC 39800
PLSC 29200,LLSO 24000
PLSC 29500,LLSO 27307
PSYC 20209,CHDV 20209
PSYC 20300,BIOS 29300
PSYC 20500,CHDV 25900
PSYC 20600,CHDV 26000
PSYC 20850,CHDV 20000
PSYC 21950,CHDV 21901
PSYC 21950,ANTH 27605
PSYC 21950,ANTH 37605
PSYC 21950,CHDV 31901
PSYC 21950,PSYC 31900
PSYC 21950,LING 27700
PSYC 21950,LING 37700
PSYC 23000,CHDV 21000
PSYC 23000,AMER 33000
PSYC 23000,ANTH 24320
PSYC 23000,ANTH 35110
PSYC 23000,CHDV 31000
PSYC 23000,GNSE 21001
PSYC 23000,GNSE 31000
PSYC 23000,PSYC 33000
PSYC 23165,PSYC 33165
PSYC 23200,CHDV 23900
PSYC 23200,LING 21600
PSYC 23249,BIOS 23249
PSYC 23249,CHDV 23249
PSYC 23249,HDCP 41650
PSYC 24050,BPRO 24000
PSYC 24050,HUMA 24005
PSYC 24050,PSYC 34050
PSYC 25120,PBPL 25120
PSYC 25120,CHDV 25120
PSYC 26219,CHDV 26233
PSYC 27010,LING 27010
PBPL 20305,CHDV 20305
PBPL 20305,CHDV 40315
PBPL 20305,CRES 20305
PBPL 21800,ENST 21800
PBPL 21800,LLSO 26201
PBPL 23000,SOCI 20101
PBPL 23000,SOCI 30101
PBPL 23100,ENST 23100
PBPL 23100,LLSO 23100
PBPL 23200,ECON 28700
PBPL 23600,SOCI 20106
PBPL 23600,ENST 23500
PBPL 23600,SOCI 30106
PBPL 24500,ECON 26600
PBPL 24500,GEOG 26600
PBPL 24500,GEOG 36600
PBPL 24500,LLSO 26202
PBPL 24701,ENST 24701
PBPL 24701,LLSO 24901
PBPL 24800,SOCI 20120
PBPL 24800,SOCI 30120
PBPL 24800,SOCI 20120
PBPL 24901,CRES 24901
PBPL 24901,LACS 24901
PBPL 25120,CHDV 25120
PBPL 25120,PSYC 25120
PBPL 25405,CRES 25405
PBPL 25620,ECON 25620
PBPL 25620,PPHA 37500
PBPL 26530,ENST 26530
PBPL 26530,ECON 26530
PBPL 26530,PPHA 32510
PBPL 26531,ENST 26531
PBPL 26531,ECON 26540
PBPL 26531,PPHA 32520
PBPL 26700,ECON 26700
PBPL 26801,CRES 26801
PBPL 27070,SOCI 20222
PBPL 27750,ENST 27750
PBPL 27751,ENST 27751
PBPL 27821,CHDV 27821
PBPL 27821,SOCI 20226
PBPL 28605,ECON 28600
PBPL 29000,BPRO 29000
PBPL 29000,CHSS 37502
PBPL 29000,ECON 26800
PBPL 29000,ENST 29000
PBPL 29000,PPHA 39201
PBPL 29000,PSMS 39000
PBPL 29304,CHDV 20304
PBPL 29304,SOCI 30314
PBPL 29411,PSYC 32411
PBPL 29411,STAT 33211
PBPL 29411,CCTS 32411
PBPL 29411,CHDV 32411
PBPL 29701,ENST 29701
RLST 11005,JWSC 20004
RLST 11005,BIBL 31000
RLST 20408,JWSC 20005
RLST 20408,NEHC 20405
RLST 20408,NEHC 30405
RLST 12000,BIBL 32500
RLST 12000,FNDL 28202
RLST 20401,NEHC 30601
RLST 20401,SOSC 22000
RLST 20401,NEHC 20601
RLST 20402,NEHC 30602
RLST 20402,SOSC 22100
RLST 20402,NEHC 20602
RLST 20403,NEHC 30603
RLST 20403,SOSC 22200
RLST 20403,NEHC 20603
RLST 20501,NEHC 30501
RLST 20501,HIST 25704
RLST 20501,HIST 35704
RLST 20501,ISLM 30500
RLST 20501,NEHC 20501
RLST 20604,JWSC 20001
RLST 20604,CRES 20001
RLST 20604,HIST 22113
RLST 20604,NEHC 20401
RLST 20604,NEHC 30401
RLST 20605,JWSC 20003
RLST 20605,HIST 22202
RLST 20605,NEHC 20403
RLST 20605,NEHC 30403
RLST 25801,JWSC 20002
RLST 25801,HIST 22406
RLST 25801,NEHC 20402
RLST 25801,NEHC 30402
RLST 20911,HIJD 30911
RLST 20911,JWSC 20911
RLST 20911,NEHC 20491
RLST 21311,HIPS 27013
RLST 21311,HIST 27013
RLST 22311,CLCV 22314
RLST 22602,HIST 23002
RLST 23011,PHIL 23011
RLST 23403,BPRO 28100
RLST 23603,BPRO 23000
RLST 23603,ASTR 23000
RLST 24201,DVPR 30200
RLST 24201,HREL 30200
RLST 24201,SALC 20901
RLST 24201,SALC 30901
RLST 24202,DVPR 30300
RLST 24202,HREL 30300
RLST 24202,SALC 20902
RLST 24202,SALC 30902
RLST 25115,PHIL 25115
RLST 25115,DVPR 35115
RLST 25115,HIJD 35115
RLST 25115,ITAL 25115
RLST 25115,ITAL 35115
RLST 25115,JWSC 26115
RLST 25115,PHIL 35115
RLST 25601,FNDL 26107
RLST 26800,FNDL 24400
RLST 26800,HREL 35000
RLST 26800,SALC 20400
RLST 26800,SALC 48200
RLST 27710,SALC 25704
RLST 28304,ARTH 44604
RLST 28304,HCHR 44604
RLST 28304,RLIT 44604
RLST 28704,ARTH 44014
RLST 28704,HCHR 44004
RLST 28704,RLIT 44004
RLST 28914,GRMN 28914
RLST 28914,GRMN 38914
RLST 28914,JWSC 28914
RLST 28914,MUSI 28914
RLST 28914,MUSI 38914
RLST 28914,RLIT 38914
RLST 28914,TAPS 28417
CATA 21900,CATA 31900
CATA 22015,CATA 32015
CATA 27513,CATA 37513
CATA 27513,SPAN 27513
CATA 27513,SPAN 37513
FREN 21503,FREN 31503
FREN 21600,FREN 31600
FREN 23510,FREN 33510
FREN 23510,LACS 23510
FREN 23510,LACS 33510
FREN 23600,FREN 33600
FREN 24300,FNDL 26904
FREN 24300,FREN 34300
FREN 25600,FREN 35600
FREN 26303,ARTH 23603
FREN 26303,ARTH 33603
FREN 26303,FREN 36303
FREN 26510,FREN 36510
RLLT 26106,NEHC 26106
RLLT 26106,FNDL 26106
ITAL 21800,FNDL 21810
ITAL 23203,CMST 23202
ITAL 23203,CMST 32302
ITAL 23203,ITAL 33203
ITAL 23502,FNDL 21714
ITAL 23502,ITAL 33502
ITAL 23502,REMS 33502
ITAL 23900,ITAL 33900
ITAL 23900,CMLT 26701
ITAL 23900,CMLT 36701
ITAL 23900,FNDL 21103
ITAL 25115,PHIL 25115
ITAL 25115,DVPR 35115
ITAL 25115,HIJD 35115
ITAL 25115,ITAL 35115
ITAL 25115,JWSC 26115
ITAL 25115,PHIL 35115
ITAL 25115,RLST 25115
ITAL 26200,ITAL 36200
ITAL 26200,CMLT 26700
ITAL 26200,CMLT 36700
ITAL 29000,ITAL 39000
PORT 12200,LACS 12200
SPAN 21100,LACS 21100
SPAN 21903,CRES 21903
SPAN 21903,LACS 21903
SPAN 22003,LACS 22003
SPAN 22310,LACS 22310
SPAN 22310,LACS 32310
SPAN 22310,SPAN 32310
SPAN 22314,LACS 22314
SPAN 22314,LACS 32314
SPAN 22314,SPAN 32314
SPAN 24220,CMLT 24220
SPAN 24220,CMLT 34220
SPAN 24220,FNDL 22405
SPAN 24220,REMS 34220
SPAN 24220,RLLT 34220
SPAN 24220,SPAN 34220
SPAN 24801,LACS 24801
SPAN 24801,LACS 34801
SPAN 24801,SPAN 34800
SPAN 27513,CATA 27513
SPAN 27513,CATA 37513
SPAN 27513,SPAN 37513
HIST 13900,RUSS 25100
HIST 13900,SOSC 24000
HIST 14000,RUSS 25200
HIST 14000,SOSC 24100
RUSS 21302,RUSS 30102
RUSS 21402,RUSS 30202
RUSS 21502,RUSS 30302
RUSS 23900,ENGL 28916
RUSS 23900,FNDL 25300
RUSS 24101,RUSS 34101
RUSS 24101,HIST 23602
RUSS 24101,HIST 33602
RUSS 25500,RUSS 35500
RUSS 25600,RUSS 35600
RUSS 25700,RUSS 35700
RUSS 26105,FNDL 26105
RUSS 26205,RUSS 36205
RUSS 26206,RUSS 36206
SLAV 22000,LGLN 25100
SLAV 22000,LGLN 35100
SLAV 22000,SLAV 32000
SLAV 22302,CMLT 32302
SLAV 22302,CLAS 31113
SLAV 22302,CLCV 21113
SLAV 22302,SLAV 32302
SLAV 22302,CMLT 22302
SLAV 22303,CMLT 32303
SLAV 22303,CLCV 21313
SLAV 22303,CLAS 31313
SLAV 22303,SLAV 32303
SLAV 22303,CMLT 22303
BCSN 10100,BCSN 31000
BCSN 10200,BCSN 31100
BCSN 10300,BCSN 31200
BCSN 20100,BCSN 32000
BCSN 20200,BCSN 32100
BCSN 20300,BCSN 32200
EEUR 20900,EEUR 30900
EEUR 20900,LGLN 29700
EEUR 20900,LGLN 39700
EEUR 21000,LGLN 27800
EEUR 21000,ANTH 27700
EEUR 21000,ANTH 47900
EEUR 21000,EEUR 31000
EEUR 21000,LGLN 37800
EEUR 21100,ARME 10101
EEUR 21100,LGLN 10101
EEUR 21200,ARME 10102
EEUR 21200,LGLN 10102
EEUR 21300,ARME 10103
EEUR 21300,LGLN 10103
EEUR 23400,NEHC 30765
EEUR 23400,ANTH 25905
EEUR 23400,EEUR 33400
EEUR 23400,MUSI 23503
EEUR 23400,MUSI 33503
EEUR 23400,NEHC 20765
EEUR 29301,EEUR 39301
EEUR 29301,CMST 25521
EEUR 29301,CMST 35521
SLAV 20100,LING 26400
SLAV 20100,LING 36400
SLAV 20100,SLAV 30100
SLAV 20600,LING 26310
SLAV 20600,SLAV 30600
SLAV 20600,LING 36310
SLAV 23000,ANTH 27400
SLAV 23000,ANTH 37400
SLAV 23000,HUMA 27400
SLAV 23000,LING 27200
SLAV 23000,LING 37200
SLAV 23000,SLAV 33000
SLAV 23510,HIST 23515
SLAV 23510,GRMN 23510
SLAV 23510,JWSC 26310
SLAV 26500,HIST 29312
SLAV 26500,HIST 39313
SLAV 26500,SLAV 36500
SLAV 26500,HMRT 26500
GEOR 22100,EEUR 21400
GEOR 22100,EEUR 31400
GEOR 22100,GEOR 32100
GEOR 22100,LGLN 22100
GEOR 22100,LGLN 32100
GEOR 22200,EEUR 21500
GEOR 22200,EEUR 31500
GEOR 22200,GEOR 32200
GEOR 22200,LGLN 22200
GEOR 22200,LGLN 32200
GEOR 22300,EEUR 21600
GEOR 22300,EEUR 31600
GEOR 22300,LGLN 22300
GEOR 22300,LGLN 32300
GEOR 22400,GEOR 32400
GEOR 22400,LGLN 22400
GEOR 22400,LGLN 32400
GEOR 22500,GEOR 32500
GEOR 22500,LGLN 22500
GEOR 22500,LGLN 32500
GEOR 22600,GEOR 32600
GEOR 22600,LGLN 22600
GEOR 22600,LGLN 32600
POLI 20500,POLI 30100
POLI 20600,POLI 30200
POLI 20700,POLI 30300
POLI 22400,CMST 24400
POLI 22400,CMST 34400
POLI 22400,POLI 32400
POLI 22410,POLI 32410
POLI 24100,POLI 40100
POLI 24200,POLI 40200
POLI 24300,POLI 40300
POLI 25301,POLI 35301
POLI 25301,ISHU 29405
POLI 25301,FNDL 26903
RUSS 21302,RUSS 30102
RUSS 21402,RUSS 30202
RUSS 21502,RUSS 30302
RUSS 22302,CMLT 22301
RUSS 22302,CMLT 32301
RUSS 22302,ENGL 28912
RUSS 22302,ENGL 32302
RUSS 22302,FNDL 27103
RUSS 22302,HIST 23704
RUSS 22302,RUSS 32302
RUSS 25100,HIST 13900
RUSS 25100,SOSC 24000
RUSS 25200,HIST 14000
RUSS 25200,SOSC 24100
RUSS 25500,RUSS 35500
RUSS 25502,RUSS 35502
RUSS 25600,RUSS 35600
RUSS 26208,RUSS 36208
RUSS 27300,SOSL 37700
RUSS 27300,CMLT 27701
RUSS 27300,CMLT 37701
RUSS 27300,RUSS 37300
RUSS 27300,SOSL 27700
