CMLT 25009,Winter
CMLT 25010,Autumn
CMLT 25011,Spring
CMLT 25102,Unknown
CMLT 26014,Autumn
CMLT 26400,Autumn
CMLT 26600,Unknown
CMLT 26610,Autumn
CMLT 26700,Winter
CMLT 26701,Autumn
CMLT 27014,Winter
CMLT 27114,Autumn
CMLT 27402,Unknown
CMLT 27701,Spring
CMLT 28610,Winter
CMLT 28900,Winter
CMLT 29700,Unknown
CMLT 29801,Unknown
CRES 20005,Autumn
CRES 20206,Autumn
CRES 20701,Winter
CRES 20702,Winter
CRES 22205,Unknown
CRES 24201,Unknown
CRES 25701,Autumn
CRES 20104,Winter
CRES 21201,Spring
CRES 21806,Spring
CRES 21808,Spring
CRES 22150,Winter
CRES 24601,Spring
CRES 25102,Spring
CRES 25405,Spring
CRES 27301,Spring
CRES 27403,Winter
CRES 27705,Spring
CRES 10800,Unknown
CRES 10900,Unknown
CRES 11000,Spring
CRES 14400,Autumn
CRES 17602,Winter
CRES 21264,Unknown
CRES 24255,Spring
CRES 24706,Spring
CRES 27900,Spring
CRES 16101,Autumn
CRES 16102,Winter
CRES 16103,Spring
CRES 20400,Autumn
CRES 21903,Winter
CRES 22401,Autumn
CRES 24901,Winter
CRES 25102,Spring
CRES 27101,Spring
CRES 28000,Spring
CRES 29000,Spring
CRES 31900,Spring
CRES 36500,Winter
CRES 31800,Unknown
CRES 34501,Winter
CRES 34502,Spring
CRES 10200,Unknown
CRES 20001,Spring
CRES 20002,Winter
CRES 20104,Winter
CRES 20140,Spring
CRES 20173,Spring
CRES 20207,Autumn
CRES 21807,Spring
CRES 21903,Winter
CRES 22205,Unknown
CRES 23410,Winter
CRES 23833,Spring
CRES 24001,Autumn
CRES 24002,Winter
CRES 24003,Spring
CRES 24913,Spring
CRES 26201,Winter
CRES 26801,Spring
CRES 27317,Autumn
CRES 27400,Spring
CRES 27600,Unknown
CRES 27605,Autumn
CRES 28703,Winter
CRES 28807,Spring
CRES 29302,Winter
CRES 29626,Autumn
CRES 29800,Unknown
CRES 29900,Unknown
CRES 30173,Spring
CRES 37400,Spring
CRES 40110,Autumn
BIOS 24231,Winter
BIOS 24232,Spring
BIOS 24246,Winter
BIOS 24408,Spring
BIOS 26210,Autumn
BIOS 26211,Winter
CMSC 10100,Winter
CMSC 10200,Unknown
CMSC 10500,Winter
CMSC 10600,Spring
CMSC 11000,Spring
CMSC 11100,Unknown
CMSC 11710,Spring
CMSC 12100,Autumn
CMSC 12200,Winter
CMSC 12300,Spring
CMSC 15100,Unknown
CMSC 15200,Unknown
CMSC 15400,Spring
CMSC 16100,Autumn
CMSC 16200,Winter
CMSC 22001,Autumn
CMSC 22010,Autumn
CMSC 22100,Spring
CMSC 22200,Autumn
CMSC 22300,Spring
CMSC 22311,Spring
CMSC 22610,Winter
CMSC 22620,Spring
CMSC 22630,Autumn
CMSC 23000,Autumn
CMSC 23010,Winter
CMSC 23200,Autumn
CMSC 23300,Winter
CMSC 23310,Spring
CMSC 23340,Unknown
CMSC 23400,Winter
CMSC 23500,Spring
CMSC 23700,Winter
CMSC 23710,Winter
CMSC 23800,Spring
CMSC 25020,Spring
CMSC 25025,Spring
CMSC 25050,Unknown
CMSC 25400,Winter
CMSC 27100,Autumn
CMSC 27200,Winter
CMSC 27410,Spring
CMSC 27500,Spring
CMSC 27610,Spring
CMSC 27700,Autumn
CMSC 27800,Winter
CMSC 28000,Winter
CMSC 28100,Spring
CMSC 28501,Unknown
CMSC 28510,Autumn
CMSC 29700,Unknown
CMSC 29900,Unknown
CRWR 10200,Unknown
CRWR 10300,Unknown
CRWR 10400,Unknown
CRWR 12000,Unknown
CRWR 12101,Autumn
CRWR 12104,Spring
CRWR 13000,Unknown
CRWR 13006,Spring
CRWR 14000,Unknown
CRWR 22100,Unknown
CRWR 23100,Unknown
CRWR 24100,Unknown
CRWR 28200,Autumn
CRWR 29200,Winter
CRWR 29300,Winter
CRWR 29400,Winter
CHIN 10100,Autumn
CHIN 10200,Winter
CHIN 10300,Spring
CHIN 11100,Autumn
CHIN 11200,Winter
CHIN 11300,Spring
CHIN 20100,Autumn
CHIN 20200,Winter
CHIN 20300,Spring
CHIN 20401,Autumn
CHIN 20402,Winter
CHIN 20403,Spring
CHIN 20501,Autumn
CHIN 20502,Winter
CHIN 20503,Spring
CHIN 20508,Autumn
CHIN 20509,Unknown
CHIN 20510,Unknown
CHIN 20601,Autumn
CHIN 20602,Winter
CHIN 20603,Winter
CHIN 20701,Autumn
CHIN 20702,Winter
CHIN 20703,Spring
CHIN 20800,Autumn
CHIN 20900,Winter
CHIN 21000,Spring
CHIN 21100,Autumn
CHIN 21200,Winter
CHIN 21300,Spring
JAPN 10100,Autumn
JAPN 10200,Winter
JAPN 10300,Spring
JAPN 19000,Autumn
JAPN 20100,Autumn
JAPN 20200,Winter
JAPN 20300,Spring
JAPN 20401,Autumn
JAPN 20402,Winter
JAPN 20403,Spring
JAPN 20500,Autumn
JAPN 20600,Winter
JAPN 20700,Spring
JAPN 21200,Winter
JAPN 21300,Spring
KORE 10100,Autumn
KORE 10200,Winter
KORE 10300,Spring
KORE 20100,Autumn
KORE 20200,Winter
KORE 20300,Spring
KORE 20401,Autumn
KORE 20402,Winter
KORE 20403,Spring
KORE 22100,Autumn
KORE 22200,Winter
KORE 22300,Spring
EALC 10800,Unknown
EALC 10900,Unknown
EALC 11000,Spring
EALC 15400,Unknown
EALC 16100,Spring
EALC 16600,Spring
EALC 16806,Autumn
EALC 19000,Spring
EALC 19001,Autumn
EALC 19025,Spring
EALC 19800,Autumn
EALC 19909,Winter
EALC 22031,Spring
EALC 22322,Spring
EALC 22500,Winter
EALC 24312,Spring
EALC 24500,Winter
EALC 24608,Winter
EALC 24803,Winter
EALC 24808,Autumn
EALC 24930,Spring
EALC 24950,Autumn
EALC 25009,Winter
EALC 25600,Spring
EALC 26001,Autumn
EALC 26300,Spring
EALC 26601,Spring
EALC 26613,Spring
EALC 26707,Autumn
EALC 27014,Winter
EALC 27105,Winter
EALC 27420,Spring
EALC 29500,Autumn
EALC 29600,Winter
EALC 29704,Spring
ECON 17800,Winter
ECON 19800,Unknown
ECON 19900,Winter
ECON 20000,Unknown
ECON 20100,Unknown
ECON 20200,Unknown
ECON 20300,Unknown
ECON 20010,Unknown
ECON 20110,Unknown
ECON 20210,Unknown
ECON 20310,Unknown
ECON 20700,Spring
ECON 20710,Autumn
ECON 20740,Spring
ECON 20800,Winter
ECON 20900,Unknown
ECON 21000,Unknown
ECON 21100,Spring
ECON 21200,Spring
ECON 21350,Spring
ECON 21400,Spring
ECON 21410,Spring
ECON 21800,Spring
ECON 22200,Winter
ECON 22600,Autumn
ECON 22650,Winter
ECON 23000,Winter
ECON 23200,Unknown
ECON 23210,Spring
ECON 24000,Winter
ECON 24400,Winter
ECON 24500,Winter
ECON 25000,Unknown
ECON 25100,Spring
ECON 25620,Spring
ECON 26010,Spring
ECON 26530,Winter
ECON 26540,Spring
ECON 26600,Spring
ECON 26700,Spring
ECON 26800,Autumn
ECON 27300,Spring
ECON 28000,Winter
ECON 28020,Spring
ECON 28100,Spring
ECON 28600,Autumn
ECON 28700,Winter
ECON 29700,Unknown
ECON 29800,Unknown
SOSC 25501,Autumn
SOSC 25502,Unknown
SOSC 25503,Spring
CHDV 20209,Winter
ECON 26700,Spring
PSYC 20500,Spring
PSYC 23200,Winter
PBPL 25405,Spring
SOCI 20004,Unknown
SOCI 20192,Spring
ENGL 10200,Autumn
ENGL 10300,Unknown
ENGL 10400,Autumn
ENGL 10600,Winter
ENGL 10706,Unknown
ENGL 10800,Unknown
ENGL 11004,Winter
ENGL 11501,Winter
ENGL 11904,Winter
ENGL 13000,Unknown
ENGL 13800,Autumn
ENGL 13900,Winter
ENGL 14801,Spring
ENGL 15600,Winter
ENGL 16500,Winter
ENGL 16600,Spring
ENGL 17512,Winter
ENGL 17514,Spring
ENGL 20132,Autumn
ENGL 20133,Autumn
ENGL 20134,Autumn
ENGL 20212,Autumn
ENGL 20213,Spring
ENGL 20221,Winter
ENGL 20405,Autumn
